user_id,event_type,timestamp
19,app_opened,2026-04-01 05:54:59.384981
19,account_created,2026-04-01 03:54:59.384981
19,kyc_started,2026-04-03 14:54:59.384981
19,kyc_completed,2026-04-08 10:54:59.384981
20,app_opened,2026-04-02 01:54:59.384999
20,account_created,2026-04-02 17:54:59.384999
21,app_opened,2026-03-08 18:54:59.385009
21,account_created,2026-03-09 17:54:59.385009
21,kyc_started,2026-03-10 13:54:59.385009
21,kyc_completed,2026-03-12 09:54:59.385009
22,app_opened,2026-03-15 09:54:59.385026
22,account_created,2026-03-16 16:54:59.385026
22,kyc_started,2026-03-18 15:54:59.385026
23,app_opened,2026-03-29 16:54:59.385040
23,account_created,2026-03-30 21:54:59.385040
24,app_opened,2026-04-13 08:54:59.385050
24,account_created,2026-04-12 13:54:59.385050
25,app_opened,2026-03-14 13:54:59.385061
25,account_created,2026-03-15 15:54:59.385061
26,app_opened,2026-04-07 17:54:59.385071
26,account_created,2026-04-08 23:54:59.385071
26,kyc_started,2026-04-10 03:54:59.385071
27,app_opened,2026-03-04 15:54:59.385087
27,account_created,2026-03-05 10:54:59.385087
28,app_opened,2026-03-07 20:54:59.385098
28,account_created,2026-03-08 18:54:59.385098
28,kyc_started,2026-03-10 02:54:59.385098
28,kyc_completed,2026-03-12 21:54:59.385098
28,deposit_made,2026-03-14 09:54:59.385098
28,transaction_made,2026-03-14 17:54:59.385098
28,credit_product_viewed,2026-03-26 17:54:59.385098
28,credit_application_started,2026-03-28 10:54:59.385098
28,credit_application_completed,2026-03-28 13:54:59.385098
29,app_opened,2026-04-15 19:54:59.385133
29,account_created,2026-04-16 00:54:59.385133
29,kyc_started,2026-04-18 15:54:59.385133
29,kyc_completed,2026-04-20 07:54:59.385133
30,app_opened,2026-03-13 03:54:59.385150
30,account_created,2026-03-13 15:54:59.385150
31,app_opened,2026-04-05 12:54:59.385161
31,account_created,2026-04-06 12:54:59.385161
31,kyc_started,2026-04-08 17:54:59.385161
31,kyc_completed,2026-04-13 14:54:59.385161
31,deposit_made,2026-04-15 08:54:59.385161
32,app_opened,2026-04-11 10:54:59.385181
32,account_created,2026-04-12 06:54:59.385181
33,app_opened,2026-04-11 16:54:59.385191
33,account_created,2026-04-12 19:54:59.385191
33,kyc_started,2026-04-15 02:54:59.385191
33,kyc_completed,2026-04-18 13:54:59.385191
33,deposit_made,2026-04-18 18:54:59.385191
33,transaction_made,2026-04-19 12:54:59.385191
33,credit_product_viewed,2026-04-30 12:54:59.385191
33,credit_application_started,2026-05-01 23:54:59.385191
33,credit_application_cancelled,2026-05-02 02:54:59.385191
34,app_opened,2026-04-02 14:54:59.385229
34,account_created,2026-04-03 15:54:59.385229
34,kyc_started,2026-04-05 19:54:59.385229
35,app_opened,2026-04-07 21:54:59.385243
35,account_created,2026-04-08 09:54:59.385243
35,kyc_started,2026-04-10 20:54:59.385243
35,kyc_completed,2026-04-15 13:54:59.385243
36,app_opened,2026-03-14 06:54:59.385259
36,account_created,2026-03-13 18:54:59.385259
36,kyc_started,2026-03-14 22:54:59.385259
37,app_opened,2026-03-12 08:54:59.385273
37,account_created,2026-03-13 08:54:59.385273
37,kyc_started,2026-03-13 15:54:59.385273
37,kyc_completed,2026-03-17 07:54:59.385273
38,app_opened,2026-03-15 14:54:59.385290
38,account_created,2026-03-16 17:54:59.385290
38,kyc_started,2026-03-17 17:54:59.385290
38,kyc_completed,2026-03-19 01:54:59.385290
39,app_opened,2026-04-02 21:54:59.385307
39,account_created,2026-04-03 21:54:59.385307
39,kyc_started,2026-04-04 03:54:59.385307
40,app_opened,2026-03-23 06:54:59.385321
40,account_created,2026-03-23 18:54:59.385321
40,kyc_started,2026-03-25 04:54:59.385321
40,kyc_completed,2026-03-29 23:54:59.385321
40,deposit_made,2026-03-30 16:54:59.385321
40,transaction_made,2026-03-31 14:54:59.385321
41,app_opened,2026-03-19 19:54:59.385360
42,app_opened,2026-04-13 09:54:59.385367
42,account_created,2026-04-14 21:54:59.385367
43,app_opened,2026-04-14 02:54:59.385377
43,account_created,2026-04-14 01:54:59.385377
43,kyc_started,2026-04-15 22:54:59.385377
44,app_opened,2026-04-02 20:54:59.385394
44,account_created,2026-04-03 13:54:59.385394
45,app_opened,2026-03-03 18:54:59.385404
45,account_created,2026-03-05 02:54:59.385404
45,kyc_started,2026-03-08 01:54:59.385404
45,kyc_completed,2026-03-12 13:54:59.385404
45,deposit_made,2026-03-12 22:54:59.385404
45,transaction_made,2026-03-13 02:54:59.385404
46,app_opened,2026-04-08 17:54:59.385428
46,account_created,2026-04-08 22:54:59.385428
47,app_opened,2026-04-05 06:54:59.385438
47,account_created,2026-04-05 01:54:59.385438
47,kyc_started,2026-04-06 10:54:59.385438
48,app_opened,2026-04-14 11:54:59.385452
48,account_created,2026-04-15 02:54:59.385452
48,kyc_started,2026-04-16 21:54:59.385452
49,app_opened,2026-03-08 17:54:59.385465
49,account_created,2026-03-09 13:54:59.385465
49,kyc_started,2026-03-11 20:54:59.385465
49,kyc_completed,2026-03-13 10:54:59.385465
49,deposit_made,2026-03-15 07:54:59.385465
50,app_opened,2026-03-14 10:54:59.385485
50,account_created,2026-03-15 22:54:59.385485
50,kyc_started,2026-03-18 06:54:59.385485
50,kyc_completed,2026-03-20 21:54:59.385485
50,deposit_made,2026-03-21 00:54:59.385485
51,app_opened,2026-04-05 06:54:59.385506
51,account_created,2026-04-04 15:54:59.385506
51,kyc_started,2026-04-07 15:54:59.385506
52,app_opened,2026-03-23 04:54:59.385523
52,account_created,2026-03-23 00:54:59.385523
53,app_opened,2026-04-06 22:54:59.385534
53,account_created,2026-04-08 08:54:59.385534
54,app_opened,2026-03-23 06:54:59.385545
55,app_opened,2026-04-02 17:54:59.385552
55,account_created,2026-04-04 05:54:59.385552
55,kyc_started,2026-04-04 10:54:59.385552
56,app_opened,2026-04-03 15:54:59.385569
56,account_created,2026-04-04 14:54:59.385569
56,kyc_started,2026-04-05 20:54:59.385569
56,kyc_completed,2026-04-10 08:54:59.385569
56,deposit_made,2026-04-11 06:54:59.385569
56,transaction_made,2026-04-11 09:54:59.385569
57,app_opened,2026-03-31 20:54:59.385592
57,account_created,2026-04-01 10:54:59.385592
57,kyc_started,2026-04-04 07:54:59.385592
57,kyc_completed,2026-04-05 10:54:59.385592
57,deposit_made,2026-04-06 03:54:59.385592
57,transaction_made,2026-04-06 12:54:59.385592
57,credit_product_viewed,2026-04-16 12:54:59.385592
57,credit_application_started,2026-04-17 16:54:59.385592
57,credit_application_completed,2026-04-18 03:54:59.385592
58,app_opened,2026-03-22 04:54:59.385627
59,app_opened,2026-04-10 21:54:59.385634
60,app_opened,2026-04-05 17:54:59.385640
60,account_created,2026-04-06 12:54:59.385640
60,kyc_started,2026-04-09 09:54:59.385640
61,app_opened,2026-03-06 15:54:59.385654
61,account_created,2026-03-06 13:54:59.385654
62,app_opened,2026-03-28 04:54:59.385664
62,account_created,2026-03-27 16:54:59.385664
63,app_opened,2026-03-30 01:54:59.385680
63,account_created,2026-03-30 11:54:59.385680
63,kyc_started,2026-04-01 01:54:59.385680
63,kyc_completed,2026-04-03 01:54:59.385680
63,deposit_made,2026-04-04 02:54:59.385680
63,transaction_made,2026-04-04 08:54:59.385680
64,app_opened,2026-03-29 21:54:59.385704
64,account_created,2026-03-29 09:54:59.385704
64,kyc_started,2026-03-30 12:54:59.385704
64,kyc_completed,2026-04-03 14:54:59.385704
65,app_opened,2026-03-28 23:54:59.385721
65,account_created,2026-03-30 04:54:59.385721
65,kyc_started,2026-04-01 17:54:59.385721
66,app_opened,2026-04-08 06:54:59.385734
66,account_created,2026-04-08 17:54:59.385734
66,kyc_started,2026-04-10 12:54:59.385734
66,kyc_completed,2026-04-15 12:54:59.385734
66,deposit_made,2026-04-16 08:54:59.385734
66,transaction_made,2026-04-16 15:54:59.385734
66,credit_product_viewed,2026-04-17 15:54:59.385734
66,credit_application_started,2026-04-18 07:54:59.385734
66,credit_application_cancelled,2026-04-19 03:54:59.385734
67,app_opened,2026-04-13 23:54:59.385768
67,account_created,2026-04-15 01:54:59.385768
67,kyc_started,2026-04-17 03:54:59.385768
67,kyc_completed,2026-04-19 10:54:59.385768
67,deposit_made,2026-04-21 07:54:59.385768
67,transaction_made,2026-04-21 11:54:59.385768
68,app_opened,2026-04-03 14:54:59.385794
68,account_created,2026-04-05 05:54:59.385794
68,kyc_started,2026-04-05 12:54:59.385794
68,kyc_completed,2026-04-07 03:54:59.385794
68,deposit_made,2026-04-08 09:54:59.385794
68,transaction_made,2026-04-09 03:54:59.385794
69,app_opened,2026-03-21 04:54:59.385826
69,account_created,2026-03-21 17:54:59.385826
69,kyc_started,2026-03-24 16:54:59.385826
69,kyc_completed,2026-03-26 12:54:59.385826
70,app_opened,2026-03-18 23:54:59.385853
70,account_created,2026-03-19 00:54:59.385853
71,app_opened,2026-04-01 01:54:59.385863
71,account_created,2026-04-01 00:54:59.385863
71,kyc_started,2026-04-01 10:54:59.385863
72,app_opened,2026-04-02 17:54:59.385877
72,account_created,2026-04-03 19:54:59.385877
72,kyc_started,2026-04-04 15:54:59.385877
72,kyc_completed,2026-04-09 07:54:59.385877
72,deposit_made,2026-04-09 21:54:59.385877
72,transaction_made,2026-04-10 11:54:59.385877
73,app_opened,2026-03-19 22:54:59.385900
73,account_created,2026-03-20 11:54:59.385900
73,kyc_started,2026-03-20 14:54:59.385900
74,app_opened,2026-03-12 21:54:59.385914
74,account_created,2026-03-13 07:54:59.385914
74,kyc_started,2026-03-15 09:54:59.385914
75,app_opened,2026-03-23 02:54:59.385927
75,account_created,2026-03-23 19:54:59.385927
76,app_opened,2026-04-04 00:54:59.385938
76,account_created,2026-04-04 12:54:59.385938
76,kyc_started,2026-04-06 14:54:59.385938
76,kyc_completed,2026-04-11 04:54:59.385938
77,app_opened,2026-04-07 23:54:59.385954
78,app_opened,2026-03-10 02:54:59.385961
78,account_created,2026-03-10 10:54:59.385961
78,kyc_started,2026-03-10 14:54:59.385961
78,kyc_completed,2026-03-13 20:54:59.385961
78,deposit_made,2026-03-15 02:54:59.385961
78,transaction_made,2026-03-15 11:54:59.385961
79,app_opened,2026-04-04 23:54:59.385988
79,account_created,2026-04-05 09:54:59.385988
79,kyc_started,2026-04-07 15:54:59.385988
79,kyc_completed,2026-04-09 01:54:59.385988
79,deposit_made,2026-04-11 01:54:59.385988
79,transaction_made,2026-04-11 13:54:59.385988
79,credit_product_viewed,2026-04-13 13:54:59.385988
79,credit_application_started,2026-04-15 07:54:59.385988
79,credit_application_completed,2026-04-15 08:54:59.385988
80,app_opened,2026-04-02 15:54:59.386021
80,account_created,2026-04-04 00:54:59.386021
80,kyc_started,2026-04-04 17:54:59.386021
80,kyc_completed,2026-04-06 07:54:59.386021
81,app_opened,2026-04-04 23:54:59.386038
81,account_created,2026-04-05 08:54:59.386038
81,kyc_started,2026-04-05 23:54:59.386038
82,app_opened,2026-04-07 18:54:59.386051
82,account_created,2026-04-07 10:54:59.386051
83,app_opened,2026-03-13 06:54:59.386062
84,app_opened,2026-03-24 21:54:59.386068
85,app_opened,2026-04-05 11:54:59.386075
85,account_created,2026-04-07 01:54:59.386075
85,kyc_started,2026-04-08 16:54:59.386075
86,app_opened,2026-03-10 12:54:59.386089
86,account_created,2026-03-11 21:54:59.386089
87,app_opened,2026-03-27 02:54:59.386099
87,account_created,2026-03-27 08:54:59.386099
87,kyc_started,2026-03-29 04:54:59.386099
87,kyc_completed,2026-04-01 09:54:59.386099
88,app_opened,2026-04-11 22:54:59.386119
89,app_opened,2026-03-08 23:54:59.386125
89,account_created,2026-03-09 12:54:59.386125
89,kyc_started,2026-03-12 07:54:59.386125
90,app_opened,2026-04-01 04:54:59.386139
90,account_created,2026-04-01 19:54:59.386139
91,app_opened,2026-03-19 22:54:59.386152
91,account_created,2026-03-20 22:54:59.386152
91,kyc_started,2026-03-22 06:54:59.386152
92,app_opened,2026-04-12 17:54:59.386165
93,app_opened,2026-04-02 23:54:59.386172
93,account_created,2026-04-04 03:54:59.386172
93,kyc_started,2026-04-04 07:54:59.386172
93,kyc_completed,2026-04-07 00:54:59.386172
93,deposit_made,2026-04-07 14:54:59.386172
93,transaction_made,2026-04-07 23:54:59.386172
94,app_opened,2026-03-11 07:54:59.386199
95,app_opened,2026-03-13 09:54:59.386206
95,account_created,2026-03-13 21:54:59.386206
95,kyc_started,2026-03-16 02:54:59.386206
95,kyc_completed,2026-03-18 08:54:59.386206
96,app_opened,2026-03-08 07:54:59.386222
96,account_created,2026-03-07 10:54:59.386222
96,kyc_started,2026-03-08 15:54:59.386222
96,kyc_completed,2026-03-10 22:54:59.386222
96,deposit_made,2026-03-12 12:54:59.386222
96,transaction_made,2026-03-13 06:54:59.386222
97,app_opened,2026-03-22 08:54:59.386246
97,account_created,2026-03-22 07:54:59.386246
98,app_opened,2026-03-31 18:54:59.386256
98,account_created,2026-03-31 16:54:59.386256
99,app_opened,2026-03-28 12:54:59.386268
99,account_created,2026-03-30 05:54:59.386268
99,kyc_started,2026-03-31 09:54:59.386268
100,app_opened,2026-04-01 08:54:59.386284
100,account_created,2026-04-01 18:54:59.386284
100,kyc_started,2026-04-02 07:54:59.386284
101,app_opened,2026-03-30 16:54:59.386297
101,account_created,2026-03-31 04:54:59.386297
101,kyc_started,2026-04-03 01:54:59.386297
101,kyc_completed,2026-04-04 06:54:59.386297
102,app_opened,2026-03-13 18:54:59.386314
102,account_created,2026-03-13 17:54:59.386314
102,kyc_started,2026-03-16 08:54:59.386314
102,kyc_completed,2026-03-17 09:54:59.386314
103,app_opened,2026-03-19 00:54:59.386365
103,account_created,2026-03-18 20:54:59.386365
104,app_opened,2026-04-02 00:54:59.386376
104,account_created,2026-04-01 13:54:59.386376
104,kyc_started,2026-04-01 23:54:59.386376
104,kyc_completed,2026-04-06 14:54:59.386376
104,deposit_made,2026-04-07 00:54:59.386376
105,app_opened,2026-03-29 11:54:59.386396
106,app_opened,2026-04-11 02:54:59.386403
106,account_created,2026-04-11 23:54:59.386403
106,kyc_started,2026-04-13 04:54:59.386403
107,app_opened,2026-03-24 23:54:59.386416
108,app_opened,2026-03-30 03:54:59.386423
109,app_opened,2026-03-30 03:54:59.386430
109,account_created,2026-03-31 00:54:59.386430
110,app_opened,2026-04-11 15:54:59.386440
110,account_created,2026-04-12 01:54:59.386440
110,kyc_started,2026-04-12 22:54:59.386440
110,kyc_completed,2026-04-16 20:54:59.386440
110,deposit_made,2026-04-16 21:54:59.386440
110,transaction_made,2026-04-17 20:54:59.386440
111,app_opened,2026-03-30 10:54:59.386467
111,account_created,2026-04-01 06:54:59.386467
111,kyc_started,2026-04-03 17:54:59.386467
111,kyc_completed,2026-04-05 22:54:59.386467
112,app_opened,2026-03-09 03:54:59.386486
112,account_created,2026-03-08 21:54:59.386486
112,kyc_started,2026-03-11 19:54:59.386486
112,kyc_completed,2026-03-13 14:54:59.386486
113,app_opened,2026-04-08 11:54:59.386503
113,account_created,2026-04-09 04:54:59.386503
113,kyc_started,2026-04-10 17:54:59.386503
113,kyc_completed,2026-04-14 04:54:59.386503
114,app_opened,2026-03-04 21:54:59.386521
115,app_opened,2026-03-17 02:54:59.386527
115,account_created,2026-03-16 14:54:59.386527
115,kyc_started,2026-03-18 22:54:59.386527
116,app_opened,2026-03-10 17:54:59.386541
116,account_created,2026-03-10 23:54:59.386541
117,app_opened,2026-03-13 03:54:59.386551
118,app_opened,2026-03-05 17:54:59.386558
118,account_created,2026-03-05 20:54:59.386558
118,kyc_started,2026-03-08 05:54:59.386558
119,app_opened,2026-04-07 03:54:59.386572
119,account_created,2026-04-07 16:54:59.386572
120,app_opened,2026-03-18 20:54:59.386582
120,account_created,2026-03-19 05:54:59.386582
120,kyc_started,2026-03-20 02:54:59.386582
120,kyc_completed,2026-03-24 18:54:59.386582
120,deposit_made,2026-03-26 13:54:59.386582
121,app_opened,2026-03-13 10:54:59.386605
121,account_created,2026-03-14 05:54:59.386605
121,kyc_started,2026-03-14 20:54:59.386605
122,app_opened,2026-03-24 01:54:59.386622
122,account_created,2026-03-23 09:54:59.386622
122,kyc_started,2026-03-26 07:54:59.386622
122,kyc_completed,2026-03-27 13:54:59.386622
122,deposit_made,2026-03-28 13:54:59.386622
122,transaction_made,2026-03-29 05:54:59.386622
123,app_opened,2026-04-14 15:54:59.386645
123,account_created,2026-04-14 17:54:59.386645
124,app_opened,2026-03-21 07:54:59.386655
124,account_created,2026-03-20 10:54:59.386655
125,app_opened,2026-03-10 16:54:59.386665
125,account_created,2026-03-11 04:54:59.386665
125,kyc_started,2026-03-14 03:54:59.386665
125,kyc_completed,2026-03-16 07:54:59.386665
126,app_opened,2026-04-10 23:54:59.386682
127,app_opened,2026-03-07 13:54:59.386689
127,account_created,2026-03-09 06:54:59.386689
127,kyc_started,2026-03-10 17:54:59.386689
127,kyc_completed,2026-03-14 06:54:59.386689
128,app_opened,2026-04-02 23:54:59.386706
128,account_created,2026-04-03 09:54:59.386706
128,kyc_started,2026-04-06 03:54:59.386706
129,app_opened,2026-04-09 11:54:59.386719
129,account_created,2026-04-10 11:54:59.386719
129,kyc_started,2026-04-13 04:54:59.386719
129,kyc_completed,2026-04-14 04:54:59.386719
129,deposit_made,2026-04-15 00:54:59.386719
130,app_opened,2026-03-12 06:54:59.386742
130,account_created,2026-03-11 18:54:59.386742
130,kyc_started,2026-03-14 08:54:59.386742
130,kyc_completed,2026-03-18 06:54:59.386742
131,app_opened,2026-03-24 23:54:59.386759
132,app_opened,2026-04-06 07:54:59.386766
132,account_created,2026-04-06 09:54:59.386766
132,kyc_started,2026-04-08 14:54:59.386766
132,kyc_completed,2026-04-13 13:54:59.386766
132,deposit_made,2026-04-14 14:54:59.386766
132,transaction_made,2026-04-15 12:54:59.386766
133,app_opened,2026-03-07 13:54:59.386793
133,account_created,2026-03-07 11:54:59.386793
133,kyc_started,2026-03-09 06:54:59.386793
134,app_opened,2026-03-20 12:54:59.386806
134,account_created,2026-03-21 14:54:59.386806
134,kyc_started,2026-03-22 09:54:59.386806
134,kyc_completed,2026-03-26 20:54:59.386806
135,app_opened,2026-04-14 00:54:59.386823
135,account_created,2026-04-14 01:54:59.386823
135,kyc_started,2026-04-16 04:54:59.386823
136,app_opened,2026-03-28 06:54:59.386837
137,app_opened,2026-03-24 19:54:59.386850
137,account_created,2026-03-25 16:54:59.386850
138,app_opened,2026-04-16 04:54:59.386861
138,account_created,2026-04-17 01:54:59.386861
138,kyc_started,2026-04-18 14:54:59.386861
139,app_opened,2026-04-12 22:54:59.386874
140,app_opened,2026-03-09 07:54:59.386881
141,app_opened,2026-03-20 14:54:59.386888
141,account_created,2026-03-20 10:54:59.386888
141,kyc_started,2026-03-20 18:54:59.386888
141,kyc_completed,2026-03-23 17:54:59.386888
141,deposit_made,2026-03-24 09:54:59.386888
141,transaction_made,2026-03-25 04:54:59.386888
142,app_opened,2026-04-06 14:54:59.386916
142,account_created,2026-04-08 00:54:59.386916
143,app_opened,2026-03-10 06:54:59.386926
143,account_created,2026-03-10 22:54:59.386926
143,kyc_started,2026-03-13 10:54:59.386926
144,app_opened,2026-03-19 17:54:59.386940
144,account_created,2026-03-20 14:54:59.386940
145,app_opened,2026-03-06 02:54:59.386950
145,account_created,2026-03-06 13:54:59.386950
146,app_opened,2026-03-11 18:54:59.386960
146,account_created,2026-03-12 12:54:59.386960
146,kyc_started,2026-03-14 23:54:59.386960
147,app_opened,2026-04-05 21:54:59.386974
148,app_opened,2026-04-11 16:54:59.386981
148,account_created,2026-04-12 07:54:59.386981
148,kyc_started,2026-04-13 21:54:59.386981
148,kyc_completed,2026-04-18 09:54:59.386981
148,deposit_made,2026-04-18 10:54:59.386981
148,transaction_made,2026-04-19 08:54:59.386981
149,app_opened,2026-04-15 04:54:59.387004
149,account_created,2026-04-15 03:54:59.387004
150,app_opened,2026-04-04 04:54:59.387015
150,account_created,2026-04-03 23:54:59.387015
150,kyc_started,2026-04-05 08:54:59.387015
151,app_opened,2026-03-07 06:54:59.387031
151,account_created,2026-03-08 01:54:59.387031
151,kyc_started,2026-03-08 07:54:59.387031
151,kyc_completed,2026-03-11 15:54:59.387031
151,deposit_made,2026-03-12 15:54:59.387031
151,transaction_made,2026-03-12 18:54:59.387031
152,app_opened,2026-03-29 08:54:59.387057
152,account_created,2026-03-28 21:54:59.387057
152,kyc_started,2026-03-31 19:54:59.387057
153,app_opened,2026-03-26 01:54:59.387071
153,account_created,2026-03-26 02:54:59.387071
154,app_opened,2026-04-02 00:54:59.387082
155,app_opened,2026-03-31 08:54:59.387092
156,app_opened,2026-04-10 23:54:59.387099
157,app_opened,2026-04-08 16:54:59.387106
158,app_opened,2026-03-05 21:54:59.387113
159,app_opened,2026-03-13 20:54:59.387120
159,account_created,2026-03-14 10:54:59.387120
159,kyc_started,2026-03-17 07:54:59.387120
159,kyc_completed,2026-03-20 06:54:59.387120
160,app_opened,2026-03-05 17:54:59.387136
160,account_created,2026-03-07 01:54:59.387136
161,app_opened,2026-04-12 06:54:59.387147
161,account_created,2026-04-11 10:54:59.387147
161,kyc_started,2026-04-14 10:54:59.387147
161,kyc_completed,2026-04-18 16:54:59.387147
161,deposit_made,2026-04-18 21:54:59.387147
161,transaction_made,2026-04-19 12:54:59.387147
162,app_opened,2026-03-30 05:54:59.387170
162,account_created,2026-03-29 17:54:59.387170
162,kyc_started,2026-03-29 22:54:59.387170
162,kyc_completed,2026-04-02 13:54:59.387170
162,deposit_made,2026-04-03 05:54:59.387170
163,app_opened,2026-04-09 21:54:59.387190
163,account_created,2026-04-11 03:54:59.387190
164,app_opened,2026-03-05 02:54:59.387200
164,account_created,2026-03-06 08:54:59.387200
165,app_opened,2026-03-23 05:54:59.387213
165,account_created,2026-03-23 16:54:59.387213
165,kyc_started,2026-03-25 04:54:59.387213
165,kyc_completed,2026-03-28 03:54:59.387213
165,deposit_made,2026-03-29 08:54:59.387213
166,app_opened,2026-03-25 12:54:59.387233
167,app_opened,2026-03-26 02:54:59.387240
168,app_opened,2026-03-07 20:54:59.387247
168,account_created,2026-03-08 02:54:59.387247
168,kyc_started,2026-03-08 18:54:59.387247
169,app_opened,2026-03-19 11:54:59.387261
169,account_created,2026-03-21 02:54:59.387261
169,kyc_started,2026-03-21 05:54:59.387261
169,kyc_completed,2026-03-23 23:54:59.387261
169,deposit_made,2026-03-24 08:54:59.387261
169,transaction_made,2026-03-24 15:54:59.387261
169,credit_product_viewed,2026-04-06 15:54:59.387261
169,credit_application_started,2026-04-08 03:54:59.387261
169,credit_application_completed,2026-04-08 10:54:59.387261
170,app_opened,2026-04-03 19:54:59.387293
170,account_created,2026-04-04 23:54:59.387293
170,kyc_started,2026-04-05 18:54:59.387293
171,app_opened,2026-03-14 17:54:59.387307
171,account_created,2026-03-14 16:54:59.387307
171,kyc_started,2026-03-14 20:54:59.387307
171,kyc_completed,2026-03-17 17:54:59.387307
172,app_opened,2026-04-03 03:54:59.387324
172,account_created,2026-04-02 20:54:59.387324
172,kyc_started,2026-04-03 13:54:59.387324
173,app_opened,2026-03-15 12:54:59.387346
173,account_created,2026-03-16 15:54:59.387346
173,kyc_started,2026-03-18 14:54:59.387346
173,kyc_completed,2026-03-20 03:54:59.387346
173,deposit_made,2026-03-20 18:54:59.387346
174,app_opened,2026-04-16 08:54:59.387366
174,account_created,2026-04-17 03:54:59.387366
174,kyc_started,2026-04-19 14:54:59.387366
175,app_opened,2026-04-16 10:54:59.387379
176,app_opened,2026-03-23 22:54:59.387386
176,account_created,2026-03-24 16:54:59.387386
177,app_opened,2026-03-20 11:54:59.387399
178,app_opened,2026-03-29 04:54:59.387406
178,account_created,2026-03-28 17:54:59.387406
178,kyc_started,2026-03-31 16:54:59.387406
179,app_opened,2026-03-25 04:54:59.387420
179,account_created,2026-03-25 14:54:59.387420
179,kyc_started,2026-03-27 22:54:59.387420
179,kyc_completed,2026-04-01 15:54:59.387420
179,deposit_made,2026-04-03 09:54:59.387420
179,transaction_made,2026-04-04 03:54:59.387420
180,app_opened,2026-04-04 22:54:59.387446
180,account_created,2026-04-04 23:54:59.387446
180,kyc_started,2026-04-07 10:54:59.387446
180,kyc_completed,2026-04-12 07:54:59.387446
180,deposit_made,2026-04-13 11:54:59.387446
180,transaction_made,2026-04-13 20:54:59.387446
181,app_opened,2026-04-09 06:54:59.387469
182,app_opened,2026-04-13 11:54:59.387476
182,account_created,2026-04-13 14:54:59.387476
182,kyc_started,2026-04-15 14:54:59.387476
183,app_opened,2026-03-13 10:54:59.387490
183,account_created,2026-03-14 20:54:59.387490
183,kyc_started,2026-03-15 12:54:59.387490
183,kyc_completed,2026-03-20 01:54:59.387490
184,app_opened,2026-03-22 08:54:59.387509
184,account_created,2026-03-22 03:54:59.387509
184,kyc_started,2026-03-24 01:54:59.387509
184,kyc_completed,2026-03-27 17:54:59.387509
184,deposit_made,2026-03-29 12:54:59.387509
184,transaction_made,2026-03-29 16:54:59.387509
185,app_opened,2026-03-13 20:54:59.387614
185,account_created,2026-03-14 02:54:59.387614
185,kyc_started,2026-03-16 09:54:59.387614
186,app_opened,2026-03-10 04:54:59.387628
186,account_created,2026-03-10 20:54:59.387628
