user_id,median_session_gap_hours,session_gap_std_hours,peak_velocity_events_per_2h,cancellation_ratio,completed_kyc,made_deposit,made_transaction,completed_credit,has_activity_spike,event_type_diversity
75,17.0,,1,0.0,0,0,0,0,0,0.2
76,50.0,49.40985056983408,1,0.0,1,0,0,0,0,0.4
77,0.0,0.0,1,0.0,0,0,0,0,0,0.1
78,9.0,30.890127872833418,1,0.0,1,1,1,0,0,0.6
79,38.0,20.489980129670347,1,0.0,1,1,1,1,0,0.9
80,33.0,10.969655114602888,1,0.0,1,0,0,0,0,0.4
81,12.0,4.242640687119285,1,0.0,0,0,0,0,0,0.3
82,8.0,,1,0.0,0,0,0,0,0,0.2
83,0.0,0.0,1,0.0,0,0,0,0,0,0.1
84,0.0,0.0,1,0.0,0,0,0,0,0,0.1
85,38.5,0.7071067811865476,1,0.0,0,0,0,0,0,0.3
86,33.0,,1,0.0,0,0,0,0,0,0.2
87,44.0,35.529330606322056,1,0.0,1,0,0,0,0,0.4
88,0.0,0.0,1,0.0,0,0,0,0,0,0.1
89,40.0,38.18376618407356,1,0.0,0,0,0,0,0,0.3
90,15.0,,1,0.0,0,0,0,0,0,0.2
91,28.0,5.656854249492381,1,0.0,0,0,0,0,0,0.3
92,0.0,0.0,1,0.0,0,0,0,0,0,0.1
93,14.0,24.606909598728567,1,0.0,1,1,1,0,0,0.6
94,0.0,0.0,1,0.0,0,0,0,0,0,0.1
95,53.0,23.965252624024924,1,0.0,1,0,0,0,0,0.4
96,21.0,18.560711193270585,1,0.0,1,1,1,0,0,0.6
97,1.0,,1,0.0,0,0,0,0,0,0.2
98,2.0,,1,0.0,0,0,0,0,0,0.2
99,34.5,9.192388155425117,1,0.0,0,0,0,0,0,0.3
100,11.5,2.1213203435596424,1,0.0,0,0,0,0,0,0.3
101,29.0,29.26317367158479,1,0.0,1,0,0,0,0,0.4
102,25.0,30.730007050655445,1,0.0,1,0,0,0,0,0.4
103,4.0,,1,0.0,0,0,0,0,0,0.2
104,10.0,51.67446177755507,1,0.0,1,1,0,0,0,0.5
105,0.0,0.0,1,0.0,0,0,0,0,0,0.1
106,25.0,5.656854249492381,1,0.0,0,0,0,0,0,0.3
107,0.0,0.0,1,0.0,0,0,0,0,0,0.1
108,0.0,0.0,1,0.0,0,0,0,0,0,0.1
109,21.0,,1,0.0,0,0,0,0,0,0.2
110,21.0,36.9689058534331,2,0.0,1,1,1,0,0,0.6
111,53.0,7.54983443527075,1,0.0,1,0,0,0,0,0.4
112,43.0,29.36551265231604,1,0.0,1,0,0,0,0,0.4
113,37.0,33.842773723992146,1,0.0,1,0,0,0,0,0.4
114,0.0,0.0,1,0.0,0,0,0,0,0,0.1
115,28.0,22.627416997969522,1,0.0,0,0,0,0,0,0.3
116,6.0,,1,0.0,0,0,0,0,0,0.2
117,0.0,0.0,1,0.0,0,0,0,0,0,0.1
118,30.0,38.18376618407356,1,0.0,0,0,0,0,0,0.3
119,13.0,,1,0.0,0,0,0,0,0,0.2
120,32.0,46.038932799678726,1,0.0,1,1,0,0,0,0.5
121,17.0,2.8284271247461903,1,0.0,0,0,0,0,0,0.3
122,24.0,15.68438714135812,1,0.0,1,1,1,0,0,0.6
123,2.0,,1,0.0,0,0,0,0,0,0.2
124,21.0,,1,0.0,0,0,0,0,0,0.2
125,52.0,30.116440692751194,1,0.0,1,0,0,0,0,0.4
126,0.0,0.0,1,0.0,0,0,0,0,0,0.1
127,41.0,27.300793639257694,1,0.0,1,0,0,0,0,0.4
128,38.0,39.59797974644666,1,0.0,0,0,0,0,0,0.3
129,24.0,21.250490190424628,1,0.0,1,1,0,0,0,0.5
130,50.0,41.036569057366385,1,0.0,1,0,0,0,0,0.4
131,0.0,0.0,1,0.0,0,0,0,0,0,0.1
132,25.0,45.59276258355047,1,0.0,1,1,1,0,0,0.6
133,21.5,27.577164466275352,1,0.0,0,0,0,0,0,0.3
134,26.0,48.911484677254826,1,0.0,1,0,0,0,0,0.4
135,26.0,35.35533905932738,2,0.0,0,0,0,0,0,0.3
136,0.0,0.0,1,0.0,0,0,0,0,0,0.1
137,21.0,,1,0.0,0,0,0,0,0,0.2
138,29.0,11.313708498984761,1,0.0,0,0,0,0,0,0.3
139,0.0,0.0,1,0.0,0,0,0,0,0,0.1
140,0.0,0.0,1,0.0,0,0,0,0,0,0.1
141,16.0,27.797481900344856,1,0.0,1,1,1,0,0,0.6
142,34.0,,1,0.0,0,0,0,0,0,0.2
143,38.0,31.11269837220809,1,0.0,0,0,0,0,0,0.3
144,21.0,,1,0.0,0,0,0,0,0,0.2
145,11.0,,1,0.0,0,0,0,0,0,0.2
146,38.5,28.991378028648448,1,0.0,0,0,0,0,0,0.3
147,0.0,0.0,1,0.0,0,0,0,0,0,0.1
148,22.0,41.97261011659865,1,0.0,1,1,1,0,0,0.6
149,1.0,,1,0.0,0,0,0,0,0,0.2
150,16.5,16.263455967290593,1,0.0,0,0,0,0,0,0.3
151,19.0,31.213779008636553,1,0.0,1,1,1,0,0,0.6
152,35.0,33.94112549695428,1,0.0,0,0,0,0,0,0.3
153,1.0,,1,0.0,0,0,0,0,0,0.2
154,0.0,0.0,1,0.0,0,0,0,0,0,0.1
155,0.0,0.0,1,0.0,0,0,0,0,0,0.1
156,0.0,0.0,1,0.0,0,0,0,0,0,0.1
157,0.0,0.0,1,0.0,0,0,0,0,0,0.1
158,0.0,0.0,1,0.0,0,0,0,0,0,0.1
159,69.0,32.34707611722168,1,0.0,1,0,0,0,0,0.4
160,32.0,,1,0.0,0,0,0,0,0,0.2
161,20.0,39.46770831958704,1,0.0,1,1,1,0,0,0.6
162,11.5,35.65576157275754,1,0.0,1,1,0,0,0,0.5
163,30.0,,1,0.0,0,0,0,0,0,0.2
164,30.0,,1,0.0,0,0,0,0,0,0.2
165,32.5,25.144581921360317,1,0.0,1,1,0,0,0,0.5
166,0.0,0.0,1,0.0,0,0,0,0,0,0.1
167,0.0,0.0,1,0.0,0,0,0,0,0,0.1
168,11.0,7.071067811865475,1,0.0,0,0,0,0,0,0.3
169,22.5,104.21466513198337,1,0.0,1,1,1,1,0,0.9
170,23.5,6.3639610306789285,1,0.0,0,0,0,0,0,0.3
171,3.0,38.695391629150535,2,0.0,1,0,0,0,0,0.4
172,8.5,2.1213203435596424,1,0.0,0,0,0,0,0,0.3
173,32.0,13.699148392023012,1,0.0,1,1,0,0,0,0.5
174,39.0,28.2842712474619,1,0.0,0,0,0,0,0,0.3
175,0.0,0.0,1,0.0,0,0,0,0,0,0.1
176,18.0,,1,0.0,0,0,0,0,0,0.2
177,0.0,0.0,1,0.0,0,0,0,0,0,0.1
178,35.5,34.64823227814083,1,0.0,0,0,0,0,0,0.3
179,42.0,40.8313604965595,1,0.0,1,1,1,0,0,0.6
180,28.0,47.10838566539932,2,0.0,1,1,1,0,0,0.6
181,0.0,0.0,1,0.0,0,0,0,0,0,0.1
182,25.5,31.81980515339464,1,0.0,0,0,0,0,0,0.3
183,34.0,49.3254498205541,1,0.0,1,0,0,0,0,0.4
184,41.0,34.50652112282547,1,0.0,1,1,1,0,0,0.6
185,30.5,34.64823227814083,1,0.0,0,0,0,0,0,0.3
186,35.0,21.031722072463143,1,0.0,1,0,0,0,0,0.4
187,1.0,,1,0.0,0,0,0,0,0,0.2
188,12.0,,1,0.0,0,0,0,0,0,0.2
189,21.0,26.892378102354577,1,0.0,1,1,1,0,0,0.6
190,23.0,73.90679458422132,1,0.0,1,1,1,1,0,0.9
191,40.0,32.020826556060875,1,0.0,1,0,0,0,0,0.4
192,13.0,,1,0.0,0,0,0,0,0,0.2
193,47.0,31.72275734127368,1,0.0,1,0,0,0,0,0.4
194,26.0,,1,0.0,0,0,0,0,0,0.2
195,0.0,0.0,1,0.0,0,0,0,0,0,0.1
196,9.0,,1,0.0,0,0,0,0,0,0.2
197,32.0,6.0,1,0.0,1,0,0,0,0,0.4
198,25.0,,1,0.0,0,0,0,0,0,0.2
199,52.0,36.89625093872457,1,0.0,1,0,0,0,0,0.4
200,15.0,23.302360395462088,1,0.0,1,0,0,0,0,0.4
201,30.0,,1,0.0,0,0,0,0,0,0.2
202,14.5,7.7781745930520225,1,0.0,0,0,0,0,0,0.3
203,48.0,14.14213562373095,1,0.0,0,0,0,0,0,0.3
204,32.0,14.099645385611653,1,0.0,1,1,1,0,0,0.6
205,13.0,22.331591971912793,1,0.0,1,1,1,0,0,0.6
206,0.0,0.0,1,0.0,0,0,0,0,0,0.1
207,0.0,0.0,1,0.0,0,0,0,0,0,0.1
208,19.0,1.4142135623730951,1,0.0,0,0,0,0,0,0.3
209,18.0,,1,0.0,0,0,0,0,0,0.2
210,28.5,20.506096654409877,1,0.0,0,0,0,0,0,0.3
211,37.0,30.0,1,0.0,1,0,0,0,0,0.4
212,36.0,28.2842712474619,1,0.0,0,0,0,0,0,0.3
213,34.0,,1,0.0,0,0,0,0,0,0.2
214,45.0,39.71565602295061,1,0.0,1,0,0,0,0,0.4
215,25.0,33.94112549695428,1,0.0,0,0,0,0,0,0.3
216,43.0,,1,0.0,0,0,0,0,0,0.2
217,25.0,22.0,1,0.0,1,0,0,0,0,0.4
218,19.0,16.97056274847714,1,0.0,0,0,0,0,0,0.3
219,31.0,,1,0.0,0,0,0,0,0,0.2
220,47.0,17.349351572897472,1,0.0,1,0,0,0,0,0.4
221,15.5,17.67766952966369,1,0.0,0,0,0,0,0,0.3
222,31.0,34.58805188693537,1,0.0,1,0,0,0,0,0.4
223,25.0,,1,0.0,0,0,0,0,0,0.2
224,22.0,1.4142135623730951,1,0.0,0,0,0,0,0,0.3
225,0.0,0.0,1,0.0,0,0,0,0,0,0.1
226,8.5,7.7781745930520225,1,0.0,0,0,0,0,0,0.3
227,40.5,36.04973416453072,1,0.0,1,1,0,0,0,0.5
228,25.0,15.15585695366646,1,0.0,1,1,1,0,0,0.6
229,30.5,40.30508652763321,1,0.0,0,0,0,0,0,0.3
230,17.0,21.571586249817916,1,0.0,1,0,0,0,0,0.4
231,27.0,14.223220451079285,1,0.0,1,1,1,0,0,0.6
232,15.5,2.1213203435596424,1,0.0,0,0,0,0,0,0.3
233,24.0,40.832585027156924,1,0.0,1,1,1,0,0,0.6
234,31.5,26.162950903902257,1,0.0,0,0,0,0,0,0.3
235,9.5,6.3639610306789285,1,0.0,0,0,0,0,0,0.3
236,26.5,4.949747468305833,1,0.0,0,0,0,0,0,0.3
237,0.0,0.0,1,0.0,0,0,0,0,0,0.1
238,30.0,20.516253719104437,1,0.0,1,1,0,0,0,0.5
239,15.0,14.14213562373095,1,0.0,0,0,0,0,0,0.3
240,6.0,,1,0.0,0,0,0,0,0,0.2
241,33.5,26.162950903902257,1,0.0,0,0,0,0,0,0.3
242,0.0,0.0,1,0.0,0,0,0,0,0,0.1
243,11.0,0.0,1,0.0,0,0,0,0,0,0.3
244,40.0,31.72275734127368,1,0.0,1,0,0,0,0,0.4
245,29.0,22.27105745132009,1,0.0,1,0,0,0,0,0.4
246,0.0,0.0,1,0.0,0,0,0,0,0,0.1
247,0.0,0.0,1,0.0,0,0,0,0,0,0.1
248,22.0,1.4142135623730951,1,0.0,0,0,0,0,0,0.3
249,17.0,46.44979368450772,1,0.0,1,1,0,0,0,0.5
250,9.0,,1,0.0,0,0,0,0,0,0.2
251,22.0,41.89868733027325,1,0.0,1,1,1,0,0,0.6
252,1.0,,1,0.0,0,0,0,0,0,0.2
253,15.0,4.242640687119285,1,0.0,0,0,0,0,0,0.3
254,0.0,0.0,1,0.0,0,0,0,0,0,0.1
255,18.0,27.790885796126275,1,0.0,1,0,0,0,0,0.4
256,39.0,12.767145334803706,1,0.0,1,0,0,0,0,0.4
257,13.0,37.60585060864865,1,0.0,1,1,1,0,0,0.6
258,10.0,,1,0.0,0,0,0,0,0,0.2
259,0.0,0.0,1,0.0,0,0,0,0,0,0.1
260,29.0,16.97056274847714,1,0.0,0,0,0,0,0,0.3
261,6.0,2.8284271247461903,1,0.0,0,0,0,0,0,0.3
262,29.0,43.40890845590722,1,0.0,1,0,0,0,0,0.4
263,33.0,8.48528137423857,1,0.0,0,0,0,0,0,0.3
264,21.0,,1,0.0,0,0,0,0,0,0.2
265,41.0,,1,0.0,0,0,0,0,0,0.2
266,17.0,0.0,1,0.0,0,0,0,0,0,0.3
267,20.0,21.198045732027822,1,1.0,1,1,1,0,0,0.9
268,22.0,26.870057685088806,1,0.0,0,0,0,0,0,0.3
269,21.5,56.27721563830251,1,1.0,1,1,1,0,0,0.9
270,6.0,,1,0.0,0,0,0,0,0,0.2
271,7.5,6.3639610306789285,1,0.0,0,0,0,0,0,0.3
272,0.0,0.0,1,0.0,0,0,0,0,0,0.1
273,25.0,15.821925715074425,1,0.0,1,0,0,0,0,0.4
274,0.0,0.0,1,0.0,0,0,0,0,0,0.1
275,34.5,77.51393883867412,1,1.0,1,1,1,0,0,0.9
276,28.0,26.870057685088806,1,0.0,0,0,0,0,0,0.3
277,13.0,33.15116890850155,1,0.0,1,0,0,0,0,0.4
278,41.0,43.40890845590722,1,0.0,1,0,0,0,0,0.4
279,26.0,13.885243966167826,1,0.0,1,1,1,0,0,0.6
280,20.0,14.14213562373095,1,0.0,0,0,0,0,0,0.3
281,25.0,,1,0.0,0,0,0,0,0,0.2
282,11.0,31.101446911679208,1,0.0,1,1,1,0,0,0.6
283,0.0,0.0,1,0.0,0,0,0,0,0,0.1
284,53.0,29.103264421710495,1,0.0,1,0,0,0,0,0.4
285,19.5,20.506096654409877,1,0.0,0,0,0,0,0,0.3
286,25.5,19.09188309203678,1,0.0,0,0,0,0,0,0.3
287,25.0,43.31627869519726,1,0.0,1,1,1,0,0,0.6
288,0.0,0.0,1,0.0,0,0,0,0,0,0.1
289,46.5,14.849242404917497,1,0.0,0,0,0,0,0,0.3
290,50.0,31.11269837220809,1,0.0,0,0,0,0,0,0.3
291,20.5,19.09188309203678,1,0.0,0,0,0,0,0,0.3
292,21.5,24.748737341529164,1,0.0,0,0,0,0,0,0.3
293,21.0,,1,0.0,0,0,0,0,0,0.2
294,21.5,6.3639610306789285,1,0.0,0,0,0,0,0,0.3
295,7.0,,1,0.0,0,0,0,0,0,0.2
296,14.0,,1,0.0,0,0,0,0,0,0.2
297,6.0,,1,0.0,0,0,0,0,0,0.2
298,1.0,,2,0.0,0,0,0,0,0,0.2
299,43.0,38.88873015840622,1,0.0,1,0,0,0,0,0.4
300,0.0,0.0,1,0.0,0,0,0,0,0,0.1
301,29.5,40.30508652763321,2,0.0,0,0,0,0,0,0.3
302,16.0,,1,0.0,0,0,0,0,0,0.2
303,26.0,22.627416997969522,1,0.0,0,0,0,0,0,0.3
304,25.0,17.42699056062176,1,0.0,1,1,1,0,0,0.6
305,23.5,7.7781745930520225,1,0.0,0,0,0,0,0,0.3
306,32.5,43.1335136523794,1,0.0,0,0,0,0,0,0.3
307,31.0,,1,0.0,0,0,0,0,0,0.2
308,3.0,,1,0.0,0,0,0,0,0,0.2
309,52.5,26.162950903902257,1,0.0,0,0,0,0,0,0.3
310,6.0,49.36598018878993,1,0.0,1,0,0,0,0,0.4
311,17.0,,1,0.0,0,0,0,0,0,0.2
312,38.0,41.05240553244109,1,0.0,1,1,1,0,0,0.6
313,12.0,57.76965754903982,1,0.0,1,0,0,0,0,0.4
314,12.0,,1,0.0,0,0,0,0,0,0.2
315,20.0,,1,0.0,0,0,0,0,0,0.2
316,0.0,0.0,1,0.0,0,0,0,0,0,0.1
317,14.5,4.949747468305833,1,0.0,0,0,0,0,0,0.3
318,49.0,50.47771785649585,1,0.0,1,0,0,0,0,0.4
319,40.0,25.579940057266228,1,0.0,1,0,0,0,0,0.4
320,70.0,30.03886371574886,1,0.0,1,0,0,0,0,0.4
321,19.0,34.84839615083762,1,1.0,1,1,1,0,0,0.9
322,24.0,21.64024029441448,1,0.0,1,1,1,0,0,0.6
323,10.0,12.727922061357857,2,0.0,0,0,0,0,0,0.3
324,16.5,9.192388155425117,1,0.0,0,0,0,0,0,0.3
325,5.0,,1,0.0,0,0,0,0,0,0.2
326,35.0,28.065993657805883,1,0.0,1,1,1,0,0,0.6
327,24.0,60.76403424018896,2,0.0,1,1,1,1,0,0.9
328,24.0,25.455844122715714,1,0.0,0,0,0,0,0,0.3
329,22.0,7.071067811865475,1,0.0,0,0,0,0,0,0.3
330,0.0,0.0,1,0.0,0,0,0,0,0,0.1
331,0.0,0.0,1,0.0,0,0,0,0,0,0.1
332,0.0,0.0,1,0.0,0,0,0,0,0,0.1
333,33.5,66.24791101827826,1,1.0,1,1,1,0,0,0.9
334,0.0,0.0,1,0.0,0,0,0,0,0,0.1
335,26.0,,1,0.0,0,0,0,0,0,0.2
336,37.0,18.635986692418516,1,0.0,1,1,1,0,0,0.6
337,10.0,,1,0.0,0,0,0,0,0,0.2
338,13.0,,1,0.0,0,0,0,0,0,0.2
339,49.5,28.991378028648448,1,0.0,0,0,0,0,0,0.3
340,12.0,,1,0.0,0,0,0,0,0,0.2
341,30.0,15.241391012633985,1,0.0,1,1,1,0,0,0.6
342,0.0,0.0,1,0.0,0,0,0,0,0,0.1
343,19.0,45.55985074602418,1,0.0,1,1,1,0,0,0.6
344,0.0,0.0,1,0.0,0,0,0,0,0,0.1
345,35.0,24.560130292814,1,0.0,1,1,1,0,0,0.6
346,4.0,30.76849037570742,2,0.0,1,1,1,0,0,0.6
347,26.0,,1,0.0,0,0,0,0,0,0.2
348,0.0,0.0,1,0.0,0,0,0,0,0,0.1
349,37.0,,1,0.0,0,0,0,0,0,0.2
350,18.0,19.79898987322333,1,0.0,0,0,0,0,0,0.3
351,26.0,62.74551776820397,1,0.0,1,0,0,0,0,0.4
352,42.0,11.313708498984761,1,0.0,0,0,0,0,0,0.3
353,28.0,25.422431040323428,1,0.0,1,1,1,0,0,0.6
354,18.0,24.041630560342618,2,0.0,0,0,0,0,0,0.3
355,20.0,,1,0.0,0,0,0,0,0,0.2
356,37.5,0.7071067811865476,1,0.0,0,0,0,0,0,0.3
357,13.5,9.192388155425117,1,0.0,0,0,0,0,0,0.3
358,11.0,,1,0.0,0,0,0,0,0,0.2
359,19.0,48.42864166310401,1,0.0,1,0,0,0,0,0.4
360,30.5,16.263455967290593,1,0.0,0,0,0,0,0,0.3
361,4.0,,1,0.0,0,0,0,0,0,0.2
362,18.0,39.19456959470643,1,1.0,1,1,1,0,0,0.9
363,26.0,7.987490219086344,1,0.0,1,1,1,0,0,0.6
364,27.0,,1,0.0,0,0,0,0,0,0.2
365,41.0,21.0,1,0.0,1,0,0,0,0,0.4
366,8.0,,1,0.0,0,0,0,0,0,0.2
367,26.0,31.204166388480882,1,0.0,1,1,1,0,0,0.6
368,12.0,,1,0.0,0,0,0,0,0,0.2
369,26.0,19.03505538035898,1,0.0,1,0,0,0,0,0.4
370,36.0,43.16248370981448,1,0.0,1,1,1,0,0,0.6
371,16.0,2.8284271247461903,1,0.0,0,0,0,0,0,0.3
372,26.0,32.526911934581186,1,0.0,0,0,0,0,0,0.3
373,33.0,36.76955262170047,1,0.0,0,0,0,0,0,0.3
374,47.0,53.31353799302138,1,0.0,1,0,0,0,0,0.4
375,34.0,18.512158166999328,1,0.0,1,1,1,0,0,0.6
376,46.0,24.21156748333325,1,0.0,1,1,1,0,0,0.6
377,0.0,0.0,1,0.0,0,0,0,0,0,0.1
378,27.5,30.405591591021544,1,0.0,0,0,0,0,0,0.3
379,55.0,58.557663887829406,2,0.0,1,0,0,0,0,0.4
380,28.0,59.00282479113465,1,0.0,1,0,0,0,0,0.4
381,32.0,11.054410884348384,1,0.0,1,1,1,0,0,0.6
382,29.5,24.748737341529164,1,0.0,0,0,0,0,0,0.3
383,17.0,19.044684297724654,1,0.0,1,1,1,0,0,0.6
384,34.0,41.012193308819754,1,0.0,0,0,0,0,0,0.3
385,0.0,0.0,1,0.0,0,0,0,0,0,0.1
386,21.0,28.2842712474619,2,0.0,0,0,0,0,0,0.3
387,0.0,0.0,1,0.0,0,0,0,0,0,0.1
388,9.0,,1,0.0,0,0,0,0,0,0.2
389,34.0,17.349351572897472,1,0.0,1,0,0,0,0,0.4
390,13.5,12.020815280171309,1,0.0,0,0,0,0,0,0.3
391,15.0,27.073972741361768,1,0.0,1,0,0,0,0,0.4
392,15.0,,1,0.0,0,0,0,0,0,0.2
393,25.5,9.569918146637063,1,0.0,1,1,0,0,0,0.5
394,0.0,0.0,1,0.0,0,0,0,0,0,0.1
395,42.5,3.5355339059327373,1,0.0,0,0,0,0,0,0.3
396,23.0,5.656854249492381,1,0.0,0,0,0,0,0,0.3
397,21.0,44.37341546466758,2,0.0,1,1,1,0,0,0.6
398,23.0,,1,0.0,0,0,0,0,0,0.2
399,21.0,12.727922061357857,1,0.0,0,0,0,0,0,0.3
400,33.0,15.394804318340652,1,0.0,1,0,0,0,0,0.4
401,26.5,40.10818702792071,2,0.0,1,1,0,0,0,0.5
402,0.0,0.0,1,0.0,0,0,0,0,0,0.1
403,17.0,,1,0.0,0,0,0,0,0,0.2
404,0.0,0.0,1,0.0,0,0,0,0,0,0.1
405,17.0,44.43347086750408,1,0.0,1,0,0,0,0,0.4
406,39.0,,1,0.0,0,0,0,0,0,0.2
407,5.5,6.3639610306789285,1,0.0,0,0,0,0,0,0.3
408,0.0,0.0,1,0.0,0,0,0,0,0,0.1
409,44.0,34.23935357645254,1,0.0,1,0,0,0,0,0.4
410,35.0,2.886751345948129,1,0.0,1,0,0,0,0,0.4
411,34.5,45.96194077712559,1,0.0,0,0,0,0,0,0.3
412,7.0,,1,0.0,0,0,0,0,0,0.2
413,9.0,4.242640687119285,1,0.0,0,0,0,0,0,0.3
414,17.0,1.4142135623730951,1,0.0,0,0,0,0,0,0.3
415,32.0,40.92432039753378,1,0.0,1,1,1,0,0,0.6
416,18.0,88.88837301437606,2,0.0,1,1,1,1,0,0.9
417,39.0,41.968241961432376,1,0.0,1,0,0,0,0,0.4
418,15.0,54.74486277268397,1,0.0,1,0,0,0,0,0.4
419,0.0,0.0,1,0.0,0,0,0,0,0,0.1
420,51.0,26.870057685088806,1,0.0,0,0,0,0,0,0.3
421,28.0,15.947831618540915,1,0.0,1,0,0,0,0,0.4
422,32.0,40.39426232240699,1,1.0,1,1,1,0,0,0.9
423,20.0,37.64306044943742,1,0.0,1,0,0,0,0,0.4
424,26.0,59.00282479113465,1,0.0,1,0,0,0,0,0.4
425,5.0,,1,0.0,0,0,0,0,0,0.2
426,0.0,0.0,1,0.0,0,0,0,0,0,0.1
427,48.0,14.189197769195175,1,0.0,1,0,0,0,0,0.4
428,27.0,46.49014232429638,1,0.0,1,0,0,0,0,0.4
429,11.0,25.98076211353316,1,0.0,1,0,0,0,0,0.4
430,7.0,,1,0.0,0,0,0,0,0,0.2
431,0.0,0.0,1,0.0,0,0,0,0,0,0.1
432,20.0,6.110100926607786,1,0.0,1,0,0,0,0,0.4
433,27.0,25.455844122715714,1,0.0,0,0,0,0,0,0.3
